"Record","Unique_ID","EQR","P","Exclude_P","N","Exclude_N","BioClass","Group"
84,"Neue Luppe, Schkeuditz",11.704440095435,161.892857142857,0,NA,0,5,"15.1+17.1"
85,"Nuthe, Kirchsteigfeld",21.0734033335617,147.277777777778,0,1435.33333333333,0,4,"15.1+17.1"
86,"Nuthe, Potsdam",23.0666666666667,117.666666666667,0,1370.66666666667,0,4,"15.1+17.1"
87,"Ohre, oh Mündung",7.42588235294667,158.857142857143,0,2526.66666666667,0,5,"15.1+17.1"
88,"Ohre, Wolmirstedt-Glindenberg",7.74789915968095,152.380952380952,0,2804.7619047619,0,5,"15.1+17.1"
89,"Osterau bei Baß",2.73597420417343,134.285714285714,0,2528.57142857143,0,5,"15.1+17.1"
90,"Pleiße, Kotteritz",11.5428571428571,369.214285714286,0,NA,0,5,"15.1+17.1"
91,"Pleiße, Markkleeberg",16.6996345119122,173.964285714286,0,7242.5,0,4,"15.1+17.1"
92,"Rhin, Gahlberg Mühle",114.586347855786,213.333333333333,0,NA,0,1,"15.1+17.1"
93,"Rhin, Kietz",8.26208622451924,114.266666666667,0,1093.82352941176,0,5,"15.1+17.1"
94,"Rögnitz, Jessenitz",15.1003571428571,81.8452380952381,0,1028.77976190476,0,5,"15.1+17.1"
95,"Schwarze Elster, Bad Liebenwerda",17.9933333333333,61.8666666666667,0,2913.33333333333,0,4,"15.1+17.1"
96,"Schwarze Elster, Bomsdorf",11.3880183130112,64.75,0,3287.5,0,5,"15.1+17.1"
97,"Schwarze Elster, Einlauf Senftenberger See",18.8354591875017,54.2857142857143,0,4614.28571428571,0,4,"15.1+17.1"
98,"Schwarze Elster, Wittichenau",29.3535609514623,177.5,0,6837.5,0,3,"15.1+17.1"
99,"Schwarzer Schöps, Sprey",12.8082455521107,41.25,0,1725,0,5,"15.1+17.1"
100,"Spree, Lieske",11.0835637424529,146.125,0,4868.75,0,5,"15.1+17.1"
101,"Spree, Zerre oh. ESPAG",11.6118534264894,70.1387419871795,0,3117.55322802198,0,5,"15.1+17.1"
102,"Sude, Quassel",5.98666666666667,96.9047619047619,0,1854.04761904762,0,5,"15.1+17.1"
103,"Weiße Elster, Großzschocher",29.8653681936062,192.836538461538,0,6548.83547008547,0,3,"15.1+17.1"
104,"Weiße Elster, Landauer Brücke",46.1667619047619,193.148901098901,0,6875.32967032967,0,2,"15.1+17.1"
105,"Weiße Elster, Oberthau",9.62605042019048,184.365079365079,0,4195.2380952381,0,5,"15.1+17.1"
106,"Weiße Elster, Schkeuditz",21.3571344887642,223.56994047619,0,6391.93452380952,0,4,"15.1+17.1"
107,"Weiße Elster, Wiederau",28.9796668381742,176.186813186813,0,6610.76923076923,0,3,"15.1+17.1"
108,"Weiße Elster, Zitzschen",10.59152380727,123.214285714286,0,7400,0,5,"15.1+17.1"
193,"Lausitzer Neiße, Gastrose",9.03967327148104,75.4705882352941,0,2394.11764705882,0,5,"15.1+17.1"
194,"Lausitzer Neiße, Pechern",18.7314619686151,122.14400837258,0,3413.72579801151,0,4,"15.1+17.1"
195,"Lausitzer Neiße, Ratzdorf",17.6912028594818,102.452777777778,0,2317.91666666667,0,4,"15.1+17.1"
196,"Lausitzer Neiße, uh. Muskau",24.0273790401494,88.6371186593407,0,3196.92001908669,0,4,"15.1+17.1"
197,"Lausitzer Neiße, uh. Steinbach",18.8006580013697,137.511652930403,0,3875.64102564103,0,4,"15.1+17.1"
198,"Lausitzer Neiße, uh. Zodel / Deschka",12.9755952380952,146.288888888889,0,4475.55555555556,0,5,"15.1+17.1"
199,"Neiße, Ratzdorf",17.7,103.733333333333,0,2073.33333333333,0,4,"15.1+17.1"
200,"Ucker, Nechlin",6.18571428571429,128,0,NA,0,5,"15.1+17.1"
264,"Füsinger Au (Loiter Au), Schleidörferstraße",4.73461111111111,120.619047619048,0,4228.57142857143,0,5,"15.1+17.1"
265,"Radegast, Gadebusch",6.28571428571429,94.2857142857143,0,2429.42857142857,0,5,"15.1+17.1"
266,"Radegast, Törber",16.9871031746032,150.902777777778,0,2394.58531746032,0,4,"15.1+17.1"
267,"Schwentine am Pegel in Preetz",50.1166666666667,82.125,0,1186.25,0,2,"15.1+17.1"
268,"Schwentine an der Mündung",22.2750208333333,118.517857142857,0,1442.41071428571,0,4,"15.1+17.1"
269,"Schwentine bei Rastorf",28.0295555555556,98.5079365079365,0,1605.19841269841,0,3,"15.1+17.1"
270,"Schwentine oberhalb Kirchsee",66.156,81.5,0,1311.66666666667,0,2,"15.1+17.1"
271,"Schwentine, Oppendorfer Mühle",39.812,103.833333333333,0,1516.66666666667,0,3,"15.1+17.1"
272,"Schwentine, Rastorfer Mühle",42.0566666666667,98.6666666666667,0,1581.66666666667,0,3,"15.1+17.1"
273,"Schwentine, Str.brücke B202, Rosensee",21.8108333333333,103.734126984127,0,1542.93650793651,0,4,"15.1+17.1"
274,"Trave am Pegel Sehmsdorf",13.8211997891143,150.152777777778,0,3583.33333333333,0,5,"15.1+17.1"
275,"Trave bei Bad Segeberg",5.43558333333333,121.430555555556,0,3302.77777777778,0,5,"15.1+17.1"
276,"Trave bei Herrenmühle",17.8004166666667,130.428571428571,0,3177.27976190476,0,4,"15.1+17.1"
277,"Trave, Straßenbrücke in Lübeck-Moisling",12.4082583333333,143.821428571429,0,3370.98214285714,0,5,"15.1+17.1"
283,"Barthe, Redebas",8.8925,93.2777777777778,0,3289.86706349206,0,5,"15.1+17.1"
284,"Hellbach, Tessmannsdorf",5.13571428571429,152.529761904762,0,4770.50595238095,0,5,"15.1+17.1"
285,"Malliner Wasser, Woggersin",20.33117819732,193.707482993197,0,2895.12755102041,0,4,"15.1+17.1"
286,"Ostpeene, Malchin",16.176264199056,141.422387136673,0,2788.72912801484,0,4,"15.1+17.1"
287,"Wallensteingraben, Steffin",9.45785714285714,179.970238095238,0,2582.1130952381,0,5,"15.1+17.1"
318,"Aller, Langlingen",9.27388120900914,122.083333333333,0,2308.33333333333,0,5,"15.1+17.1"
319,"Große Aue, a.d.Landesgrenze",23.9444444444444,93.1666666666667,0,2780,0,4,"15.1+17.1"
320,"Große Aue, Steyerberg",20.4155290806571,90.7142857142857,0,NA,0,4,"15.1+17.1"
321,"Hamme, Tietjens Hütte",55.5247617264286,196.428571428571,0,1171.42857142857,0,2,"15.1+17.1"
322,"Hunte, Colnrade",10.9671705759437,117.428571428571,0,2671.42857142857,0,5,"15.1+17.1"
323,"Hunte, Glane",14.012912100748,108.428571428571,0,3357.14285714286,0,5,"15.1+17.1"
324,"Lutter, v. Mdg. Ems",14,78.2727272727273,0,4536.36363636364,0,5,"15.1+17.1"
